date,open,high,low,close,adjclose,volume,ticker,adjclose_1,true_adjclose_1,buy_profit,sell_profit
2005-06-21,16.055620193481445,16.055620193481445,15.720025062561035,15.896655082702637,15.317008972167969,72354,AMER3.SA,15.287728,15.274460792541504,0.0,0.042548179626464844
2005-06-22,15.984969139099121,15.984969139099121,15.852497100830078,15.852497100830078,15.274460792541504,12115,AMER3.SA,15.358446,15.189366340637207,-0.08509445190429688,0.0
2005-07-01,15.808340072631836,16.02912712097168,15.675868034362793,15.896655082702637,15.317008972167969,90471,AMER3.SA,15.381402,15.31700897216797,1.7763568394002505e-15,0.0
2005-07-04,15.54339599609375,15.984969139099121,15.54339599609375,15.896655082702637,15.317008972167969,17777,AMER3.SA,15.258402,15.359556198120119,0.0,-0.042547225952150214
2005-07-19,18.9876708984375,19.50872802734375,18.546096801757812,19.40275001525879,18.695261001586914,240276,AMER3.SA,18.595705,18.805883407592773,0.0,-0.11062240600585938
2005-07-21,19.517559051513672,20.31239128112793,19.429244995117188,19.429244995117188,18.720787048339844,390648,AMER3.SA,18.889502,17.954938888549805,-0.7658481597900391,0.0
2005-07-22,19.429244995117188,19.429244995117188,18.53726577758789,18.63441276550293,17.954938888549805,153654,AMER3.SA,17.902958,17.699657440185547,0.0,0.2552814483642578
2005-07-28,19.429244995117188,19.870817184448242,19.429244995117188,19.50872802734375,18.797374725341797,61824,AMER3.SA,19.035725,18.720787048339844,-0.07658767700195312,0.0
2005-08-01,19.429244995117188,19.605873107910156,19.1643009185791,19.429244995117188,18.720787048339844,103493,AMER3.SA,18.760288,19.18880844116211,0.4680213928222656,0.0
2005-08-04,20.10043716430664,21.328012466430664,20.10043716430664,21.10722541809082,20.33758544921875,712904,AMER3.SA,20.39288,19.912111282348633,-0.4254741668701172,0.0
2005-08-10,20.745134353637695,20.753965377807617,20.321224212646484,20.497852325439453,19.750431060791016,329729,AMER3.SA,19.792233,19.571731567382812,-0.17869949340820312,0.0
2005-08-12,19.43807601928711,21.018909454345703,19.429244995117188,20.31239128112793,19.571731567382812,229293,AMER3.SA,19.560768,19.99720573425293,0.0,-0.4254741668701172
2005-08-18,21.195539474487305,22.025697708129883,21.195539474487305,21.637113571166992,20.848148345947266,163845,AMER3.SA,20.9912,20.42267608642578,-0.4254722595214844,0.0
2005-08-19,21.62828254699707,21.725427627563477,21.186708450317383,21.195539474487305,20.42267608642578,218536,AMER3.SA,20.554018,21.690587997436523,1.2679119110107422,0.0
2005-09-23,24.710466384887695,24.728130340576172,24.286556243896484,24.728130340576172,23.826459884643555,53331,AMER3.SA,23.724806,24.67740249633789,0.0,-0.8509426116943359
2005-09-29,24.55150032043457,25.169702529907227,24.286556243896484,24.728130340576172,23.826459884643555,254317,AMER3.SA,23.798332,24.67740249633789,0.0,-0.8509426116943359
2005-10-05,27.907461166381836,28.260719299316406,26.49442481994629,26.847684860229492,25.86872673034668,622772,AMER3.SA,25.999075,25.86872673034668,0.0,0.0
2005-10-28,27.200942993164062,27.200942993164062,26.49442481994629,27.1479549407959,26.158050537109375,7812,AMER3.SA,26.232584,26.209104537963867,0.05105400085449219,0.0
2005-10-31,27.37757110595703,27.554201126098633,26.935998916625977,27.200942993164062,26.209104537963867,42461,AMER3.SA,26.372492,27.99608612060547,1.7869815826416016,0.0
2005-11-03,28.96723747253418,29.762069702148438,28.96723747253418,29.49712562561035,28.421558380126953,163053,AMER3.SA,28.545298,28.761940002441406,0.3403816223144531,0.0
2005-11-29,31.92578125,31.92578125,30.9101619720459,31.616680145263672,30.46382713317871,38272,AMER3.SA,30.30533,31.467943191528317,0.0,-1.0041160583496058
2005-12-07,37.53376770019531,37.878196716308594,36.65061950683594,37.53376770019531,36.1651611328125,118553,AMER3.SA,35.97448,36.32683181762695,0.0,-0.16167068481445312
2005-12-14,40.492313385009766,42.479393005371094,40.05073928833008,40.492313385009766,39.01582336425781,166336,AMER3.SA,39.346718,37.44157409667969,-1.574249267578125,0.0
2005-12-27,36.29736328125,38.24028778076172,35.979427337646484,36.29736328125,34.97383117675781,147653,AMER3.SA,35.804806,34.803646087646484,-0.17018508911132812,0.0
2006-01-04,37.41896057128906,37.887027740478516,36.30619430541992,37.41896057128906,36.05453872680664,305045,AMER3.SA,35.982216,35.739688873291016,0.0,0.314849853515625
2006-01-05,37.092193603515625,38.41691589355469,37.048038482666016,37.092193603515625,35.739688873291016,334032,AMER3.SA,36.045536,35.65458679199219,-0.08510208129882812,0.0
2006-01-10,37.96651077270508,38.41691589355469,36.82725143432617,37.96651077270508,36.58212661743164,802923,AMER3.SA,36.48104,38.12233352661133,0.0,-1.5402069091796875
2006-01-12,39.61799621582031,40.624786376953125,38.69069290161133,39.71514129638672,38.266990661621094,147427,AMER3.SA,38.208668,39.12644577026367,0.0,-0.8594551086425781
2006-01-13,40.18321228027344,40.88972854614258,39.1675910949707,40.607120513916016,39.12644577026367,258507,AMER3.SA,38.807556,41.27082824707031,0.0,-2.1443824768066406
2006-01-26,41.41078567504883,44.8638916015625,41.41078567504883,43.009281158447266,41.44102096557617,622432,AMER3.SA,42.154133,43.142906188964844,1.7018852233886719,0.0
