date,open,high,low,close,adjclose,volume,ticker,adjclose_1,true_adjclose_1,buy_profit,sell_profit
2011-07-25,0.44843700528144836,0.4781250059604645,0.44843700528144836,0.45406201481819153,0.40911251306533813,109504,MGLU3.SA,0.45353794,0.43473532795906067,0.025622814893722534,0.0
2011-08-03,0.43281200528144836,0.4387499988079071,0.39625000953674316,0.42031198740005493,0.3787035346031189,16896000,MGLU3.SA,0.41386586,0.34632405638694763,-0.032379478216171265,0.0
2011-08-05,0.375,0.3921869993209839,0.34718701243400574,0.3700000047683716,0.3333720564842224,21920000,MGLU3.SA,0.34640124,0.3097206652164459,-0.02365139126777649,0.0
2011-08-19,0.4040620028972626,0.4128119945526123,0.39656201004981995,0.4012500047683716,0.36152854561805725,16832000,MGLU3.SA,0.39094463,0.35983917117118835,-0.0016893744468688965,0.0
2011-08-23,0.3971869945526123,0.40187498927116394,0.39281201362609863,0.39750000834465027,0.35814982652664185,8995200,MGLU3.SA,0.38721702,0.3519553542137146,-0.006194472312927246,0.0
2011-08-24,0.39937499165534973,0.39937499165534973,0.3853119909763336,0.390625,0.3519553542137146,9436800,MGLU3.SA,0.3810258,0.34632405638694763,-0.005631297826766968,0.0
2011-09-12,0.4375,0.4546869993209839,0.4334369897842407,0.4546869993209839,0.4096755385398865,14668800,MGLU3.SA,0.4374597,0.4012286365032196,-0.00844690203666687,0.0
2011-09-14,0.45249998569488525,0.45406201481819153,0.4256249964237213,0.4375,0.3941900432109833,26988800,MGLU3.SA,0.43673694,0.3939080238342285,-0.00028201937675476074,0.0
2011-09-20,0.4312500059604645,0.43406200408935547,0.421875,0.421875,0.38011178374290466,14361600,MGLU3.SA,0.42932576,0.3688492774963379,-0.011262506246566772,0.0
2011-09-21,0.42375001311302185,0.4281249940395355,0.40687501430511475,0.40937501192092896,0.3688492774963379,18006400,MGLU3.SA,0.41454458,0.3432263731956482,-0.025622904300689697,0.0
2011-09-30,0.37718701362609863,0.37718701362609863,0.359375,0.3668749928474426,0.3305565416812897,30537600,MGLU3.SA,0.3632414,0.31591516733169556,-0.014641374349594116,0.0
2011-10-25,0.39125001430511475,0.3956249952316284,0.3896870017051697,0.3918749988079071,0.3530815839767456,15728000,MGLU3.SA,0.38898557,0.3497028350830078,-0.003378748893737793,0.0
2011-10-26,0.39156201481819153,0.39406201243400574,0.3787499964237213,0.3881250023841858,0.3497028350830078,13856000,MGLU3.SA,0.38382548,0.35477104783058167,0.0050682127475738525,0.0
2011-11-25,0.3125,0.31687501072883606,0.30937498807907104,0.3115620017051697,0.2807191014289856,11852800,MGLU3.SA,0.33204386,0.2900112271308899,0.009292125701904297,0.0
2011-12-01,0.36250001192092896,0.3725000023841858,0.35374999046325684,0.3684369921684265,0.3319638669490814,85206400,MGLU3.SA,0.3927454,0.3235169053077698,-0.008446961641311646,0.0
2011-12-06,0.34937500953674316,0.35093700885772705,0.34062498807907104,0.34062498807907104,0.3069051206111908,18652800,MGLU3.SA,0.32739443,0.3026811480522156,-0.00422397255897522,0.0
2011-12-07,0.34062498807907104,0.34343698620796204,0.3346869945526123,0.3359369933605194,0.3026811480522156,12473600,MGLU3.SA,0.32422072,0.2928268611431122,-0.009854286909103394,0.0
2011-12-27,0.29531198740005493,0.29656198620796204,0.2878119945526123,0.2893750071525574,0.26072850823402405,8624000,MGLU3.SA,0.309214,0.26072850823402405,0.0,0.0
2011-12-28,0.2893750071525574,0.2903119921684265,0.28093698620796204,0.2893750071525574,0.26072850823402405,18080000,MGLU3.SA,0.2918195,0.2686122953891754,0.007883787155151367,0.0
2011-12-29,0.2906250059604645,0.2981249988079071,0.2837499976158142,0.2981249988079071,0.2686122953891754,14483200,MGLU3.SA,0.2978953,0.26185479760169983,-0.006757497787475586,0.0
2012-01-05,0.2862499952316284,0.2862499952316284,0.2828119993209839,0.28343701362609863,0.255378395318985,7024000,MGLU3.SA,0.28868783,0.26241791248321533,0.007039517164230347,0.0
2012-01-11,0.28718701004981995,0.28968700766563416,0.28437501192092896,0.2890619933605194,0.2604465186595917,17715200,MGLU3.SA,0.29325935,0.26326218247413635,0.0028156638145446777,0.0
2012-01-12,0.2903119921684265,0.29218700528144836,0.2890619933605194,0.29218700528144836,0.26326218247413635,31676800,MGLU3.SA,0.29963288,0.26635977625846863,0.0030975937843322754,0.0
2012-01-30,0.3178119957447052,0.31937500834465027,0.3096869885921478,0.3125,0.281564325094223,28723200,MGLU3.SA,0.33406124,0.28212741017341614,0.0005630850791931152,0.0
2012-02-06,0.31937500834465027,0.31937500834465027,0.30281201004981995,0.3046869933605194,0.2745248079299927,71731200,MGLU3.SA,0.33633354,0.279592901468277,0.005068093538284302,0.0
2012-02-15,0.30937498807907104,0.3215619921684265,0.30937498807907104,0.3187499940395355,0.2871955633163452,33289600,MGLU3.SA,0.32825097,0.2832537591457367,-0.0039418041706085205,0.0
2012-03-02,0.37187498807907104,0.37968701124191284,0.36906200647354126,0.3740620017051697,0.3370320498943329,19840000,MGLU3.SA,0.37714276,0.3322458863258362,-0.004786163568496704,0.0
2012-03-20,0.3581250011920929,0.3643749952316284,0.35218700766563416,0.36250001192092896,0.3266146183013916,9465600,MGLU3.SA,0.36319897,0.3260514438152313,-0.0005631744861602783,0.0
2012-03-27,0.38187500834465027,0.39156201481819153,0.3712500035762787,0.37187498807907104,0.3350614905357361,26310400,MGLU3.SA,0.39792752,0.328867107629776,-0.006194382905960083,0.0
2012-04-20,0.3853119909763336,0.38906198740005493,0.36937499046325684,0.3728120028972626,0.3359058201313019,13030400,MGLU3.SA,0.37395436,0.3237989842891693,-0.012106835842132568,0.0
2012-04-26,0.35624998807907104,0.35624998807907104,0.3409369885921478,0.34375,0.3097206652164459,16992000,MGLU3.SA,0.35456985,0.3195750117301941,0.009854346513748169,0.0
2012-05-07,0.3721869885921478,0.39281201362609863,0.3721869885921478,0.390625,0.35241520404815674,14400000,MGLU3.SA,0.39233467,0.3467765152454376,-0.005638688802719116,0.0
2012-05-21,0.28093698620796204,0.28093698620796204,0.28093698620796204,0.28093698620796204,0.2534565329551697,0,MGLU3.SA,0.2909691,0.25514811277389526,0.001691579818725586,0.0
2012-05-22,0.2874999940395355,0.29531198740005493,0.28218701481819153,0.2828119993209839,0.25514811277389526,29104000,MGLU3.SA,0.3039707,0.257967472076416,0.002819359302520752,0.0
2012-06-04,0.2828119993209839,0.28843700885772705,0.2800000011920929,0.2800000011920929,0.2526111602783203,11305600,MGLU3.SA,0.2822319,0.25091955065727234,-0.0016916096210479736,0.0
2012-06-06,0.2790620028972626,0.28812500834465027,0.2790620028972626,0.28437501192092896,0.25655826926231384,9081600,MGLU3.SA,0.28953296,0.25768598914146423,0.0011277198791503906,0.0
